年月,房屋類型,地址,屋齡(年),格局,出售樓層/ 總樓層,建物坪數,土地坪數,車位坪數,每坪單價,成交總價
10403(實價),住宅大樓,嘉義市嘉義市興達路481~510號,20.3,3房/2廳/2衛,14 /共16層,34.22,3.53,--,8.8萬,300萬
10403(實價),住宅大樓,嘉義市嘉義市南京路61~90號,21.3,3房/2廳/2衛,4 /共12層,37.76,3.76,--,6.1萬,230萬
10403(實價),純土地,西門段五小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,15.13,--,1.1萬,16萬
10403(實價),透天厝,嘉義市嘉義市興村里溪興街231巷22弄1~30號,30.9,5房/2廳/3衛,1 /共2層,55.29,62.32,--,17.2萬,950萬
10403(實價),透天厝,嘉義市嘉義市頂福街42巷1~30號,1.2,4房/2廳/3衛,1 /共3層,41.65,19.97,--,16萬,666萬
10403(實價),透天厝,嘉義市嘉義市自強街84巷85弄1~30號,37.1,4房/2廳/3衛,1 /共2層,30.75,20.57,--,7.8萬,240萬
10403(實價),華廈,嘉義市嘉義市忠順一街1~30號,22,2房/1廳/1衛,2 /共8層,15.09,2.04,--,6.4萬,97萬
10403(實價),純土地,盧厝段331~360地號,--,0房/0廳/0衛,0 /共0層,--,78.05,--,7.2萬,560萬
10403(實價),純土地,竹圍子段91~120地號,--,0房/0廳/0衛,0 /共0層,--,7.56,--,19.8萬,150萬
10403(實價),純土地,港子坪段1~30地號,--,0房/0廳/0衛,0 /共0層,--,7.87,--,19.2萬,151萬
10403(實價),華廈,嘉義市嘉義市永福三街1~30號,22.3,3房/1廳/2衛,2 /共7層,27.68,6.48,--,9萬,250萬
10403(實價),住宅大樓,嘉義市嘉義市德安路1~30號,20.7,3房/1廳/1衛,9 /共14層,24.71,2.14,--,8.1萬,200萬
10403(實價),華廈,嘉義市嘉義市中山路1~30號,34.8,3房/2廳/2衛,6 /共7層,36.08,8.2,--,10萬,360萬
10403(實價),純土地,何庄段601~630地號,--,0房/0廳/0衛,0 /共0層,--,1069.01,--,2.2萬,2389萬
10403(實價),透天厝,嘉義市嘉義市義教街613巷121~150號,0.8,4房/2廳/3衛,1 /共4層,63.75,38.72,--,18.8萬,1198萬
10403(實價),住宅大樓,嘉義市嘉義市永安街331~360號,10.4,3房/2廳/2衛,2 /共12層,56.66,9.98,--,9.5萬,536萬
10403(實價),套房,嘉義市嘉義市忠順一街1~30號,22,1房/0廳/1衛,7 /共8層,10.91,1.49,--,6.4萬,70萬
10403(實價),純土地,仁義段271~300地號,--,0房/0廳/0衛,0 /共0層,--,371.76,--,0.5萬,200萬
10403(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,21.8,3房/1廳/1衛,8 /共16層,37.07,4.43,--,4.9萬,180萬
10403(實價),華廈,嘉義市嘉義市嘉北街97巷1~30號,23.3,3房/2廳/1衛,3 /共7層,28.65,4.59,--,9.2萬,265萬
10403(實價),純土地,新厝段571~600地號,--,0房/0廳/0衛,0 /共0層,--,5.6,--,6.2萬,34萬
10403(實價),透天厝,嘉義市嘉義市信興街78巷1~30號,34.5,4房/2廳/4衛,1 /共3層,39.35,18.15,--,13萬,510萬
10403(實價),套房,嘉義市嘉義市蘭井街301~330號,19.8,1房/1廳/1衛,6 /共12層,11.7,1.03,--,10.2萬,119萬
10403(實價),透天厝,嘉義市嘉義市圓福街118巷2弄61~90號,0.3,4房/3廳/5衛,1 /共3層,77.03,35.39,--,19.7萬,1520萬
10403(實價),透天厝,嘉義市嘉義市新民路416巷23弄1~30號,23.8,4房/2廳/3衛,1 /共3層,62.58,34.18,--,13.6萬,850萬
10403(實價),華廈,嘉義市嘉義市金龍街31~60號,21.3,3房/2廳/2衛,1 /共7層,34.54,7.58,--,6.8萬,236萬
10403(實價),套房,嘉義市嘉義市蘭井街151~180號,24.2,1房/1廳/1衛,1 /共6層,9.12,1.37,--,9.6萬,88萬
10403(實價),透天厝,嘉義市嘉義市新建街95巷31~60號,38.1,4房/2廳/3衛,1 /共3層,41.6,35.7,--,13.5萬,560萬
10403(實價),透天厝(含車位),嘉義市嘉義市大雅路一段368巷50弄31~60號,0.6,4房/2廳/4衛,1 /共3層,88.65,67.9,7.56,18.6萬,1650萬
10403(實價),住宅大樓,嘉義市嘉義市友孝路271~300號,15.3,3房/2廳/2衛,10 /共12層,33.6,4.03,--,9.8萬,330萬
10403(實價),住宅大樓,嘉義市嘉義市自由路481~510號,20.8,2房/1廳/1衛,12 /共16層,28.15,2.32,--,9.8萬,275萬
10403(實價),純土地,西門段六小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,5.75,--,60.9萬,350萬
10403(實價),華廈(含車位),嘉義市嘉義市雙竹街1~30號,21.3,3房/2廳/1衛,6 /共7層,40.02,7.6,--,9.7萬,390萬
10403(實價),透天厝,嘉義市嘉義市義教街117巷61~90號,38.2,1房/1廳/1衛,1 /共1層,15.06,30.86,--,16.6萬,250萬
10403(實價),店面(店鋪),嘉義市嘉義市文化路211~240號,46.4,5房/2廳/5衛,1 /共2層,49.36,19.66,--,49.8萬,2460萬
10403(實價),住宅大樓(含車位),嘉義市嘉義市德明路151~180號,20.8,3房/2廳/2衛,4 /共12層,37.15,3.06,--,8.9萬,330萬
10403(實價),華廈,嘉義市嘉義市國揚四街1~30號,22,3房/2廳/2衛,6 /共6層,40.57,8.05,--,9.4萬,380萬
10403(實價),住宅大樓,嘉義市嘉義市世賢路一段631~660號,20.7,3房/2廳/2衛,12 /共12層,42.72,3.85,--,8.9萬,380萬
10403(實價),透天厝,嘉義市嘉義市玉山路931~960號,1.2,4房/2廳/3衛,1 /共4層,65.03,34.57,--,15.4萬,1000萬
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,63.51,26.98,--,14.6萬,930萬
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,57.34,28.5,--,15萬,860萬
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,55.63,28.19,--,15.7萬,876萬
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,66.63,27.89,--,15.2萬,1012萬
10403(實價),透天厝,嘉義市嘉義市立仁路42巷1~30號,0.2,0房/0廳/0衛,1 /共4層,54.24,26.68,--,19.5萬,1058萬
10403(實價),透天厝,嘉義市嘉義市光彩街211~240號,21.3,4房/2廳/4衛,1 /共5層,35.33,7.26,--,15.1萬,535萬
10403(實價),純土地,檜段四小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,107.39,--,12.3萬,1320萬
10403(實價),住宅大樓(含車位),嘉義市嘉義市新榮路35巷1~30號,10.4,4房/2廳/2衛,3 /共14層,64.73,11.18,--,8.5萬,550萬
10403(實價),透天厝,嘉義市嘉義市忠孝路798巷1~30號,7.2,4房/2廳/4衛,1 /共3層,51.86,33.57,--,15.2萬,788萬
10403(實價),透天厝,嘉義市嘉義市東義路109巷16弄1~30號,20.8,4房/3廳/5衛,1 /共4層,92.12,47.8,--,16.5萬,1520萬
10403(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.6,2房/1廳/1衛,12 /共18層,49.56,4.15,--,5.2萬,260萬
10403(實價),透天厝,嘉義市嘉義市友忠路827巷5弄1~30號,45.4,2房/1廳/1衛,1 /共1層,22.81,33.58,--,16.6萬,378萬
10403(實價),套房,嘉義市嘉義市北鎮街34巷1~30號,24.8,1房/1廳/1衛,6 /共6層,17.36,3.73,--,7.5萬,130萬
10403(實價),華廈,嘉義市嘉義市延平街391~420號,18.3,3房/2廳/1衛,3 /共8層,41.82,4.2,--,7.1萬,298萬
10403(實價),華廈,嘉義市嘉義市泰瑞四街61~90號,16.8,3房/2廳/2衛,3 /共6層,41.7,7.66,--,8.6萬,358萬
10403(實價),住宅大樓(含車位),嘉義市嘉義市博東路91~120號,17,3房/2廳/2衛,8 /共22層,46.84,4.62,--,6.6萬,308萬
10403(實價),透天厝,嘉義市嘉義市保安一路31~60號,0.2,4房/3廳/5衛,1 /共3層,63.66,28.74,--,18.5萬,1180萬
10403(實價),華廈,嘉義市嘉義市杭州四街61~90號,26.2,3房/1廳/2衛,7 /共7層,30.27,7.66,--,10.9萬,330萬
10403(實價),住宅大樓,嘉義市嘉義市德明路61~90號,19.6,4房/2廳/2衛,14 /共18層,49.18,4.27,--,8.7萬,428萬
10403(實價),純土地,長竹段1081~1110地號,--,0房/0廳/0衛,0 /共0層,--,10.89,--,6.4萬,70萬
10403(實價),透天厝,嘉義市嘉義市保成路47巷1~30號,0.5,5房/2廳/3衛,1 /共4層,80.79,0,--,4.7萬,381萬
10403(實價),純土地,新厝段301~330地號,--,0房/0廳/0衛,0 /共0層,--,49.31,--,0.1萬,6萬
10403(實價),住宅大樓(含車位),嘉義市嘉義市永安街331~360號,10.4,3房/2廳/2衛,7 /共12層,56.66,9.98,--,9.2萬,520萬
10403(實價),透天厝,嘉義市嘉義市友忠路931~960號,6,5房/2廳/5衛,1 /共4層,57.63,36.12,--,18.2萬,1050萬
10403(實價),透天厝,嘉義市嘉義市光正街59巷1~30號,42.9,3房/1廳/1衛,1 /共1層,14.24,25.41,--,15.4萬,220萬
10403(實價),透天厝,嘉義市嘉義市保安一路361~390號,0.8,4房/1廳/4衛,1 /共4層,84.01,38.12,--,18.5萬,1550萬
10402(實價),店面(店鋪),嘉義市嘉義市文化路297巷1~30號,0,10房/8廳/13衛,1 /共5層,191.26,31.95,--,0萬,3674萬
10402(實價),店面(店鋪),嘉義市嘉義市文化路297巷1~30號,0,0房/0廳/1衛,1 /共1層,20.34,31.95,--,129.9萬,2642萬
10402(實價),店面(店鋪),嘉義市嘉義市文化路297巷1~30號,0,5房/4廳/7衛,1 /共5層,111.57,36.79,--,30.6萬,3414萬
10402(實價),純土地,西門段五小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,24.2,--,47.5萬,1150萬
10402(實價),純土地,頂庄段721~750地號,--,0房/0廳/0衛,0 /共0層,--,146.9,--,2.9萬,420萬
10402(實價),透天厝,嘉義市嘉義市軍輝路133巷1~30號,25.8,4房/2廳/3衛,1 /共2層,38.59,26.92,--,3.2萬,124萬
10402(實價),純土地,下路頭段811~840地號,--,0房/0廳/0衛,0 /共0層,--,231.72,--,3.6萬,833萬
10402(實價),純土地,下路頭段811~840地號,--,0房/0廳/0衛,0 /共0層,--,43.26,--,6.8萬,294萬
10402(實價),透天厝,嘉義市嘉義市義教街750巷1~30號,40.5,3房/2廳/2衛,1 /共2層,26.83,22.69,--,11.2萬,300萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市林森東路721~750號,11.9,3房/2廳/2衛,7 /共13層,52.97,13.11,--,8.9萬,470萬
10402(實價),透天厝,嘉義市嘉義市林森東路163巷121~150號,41.7,4房/2廳/2衛,1 /共2層,35.39,62.32,--,26.3萬,930萬
10402(實價),純土地,車店段車店小段961~990地號,--,0房/0廳/0衛,0 /共0層,--,61.41,--,18.4萬,1130萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市興業西路181~210號,10.3,3房/2廳/2衛,3 /共14層,53.75,9.75,--,9.9萬,530萬
10402(實價),透天厝,嘉義市嘉義市保義路151~180號,0.2,4房/3廳/4衛,1 /共3層,58.04,28.29,--,16.7萬,968萬
10402(實價),透天厝,嘉義市嘉義市保義路151~180號,0.2,4房/3廳/4衛,1 /共3層,55.23,25.58,--,17.2萬,950萬
10402(實價),透天厝,嘉義市嘉義市保義路151~180號,0.2,5房/2廳/5衛,1 /共4層,63.35,26.18,--,15.2萬,965萬
10402(實價),透天厝,嘉義市嘉義市保仁三街1~30號,0.2,5房/3廳/5衛,1 /共4層,76.09,30.69,--,16.1萬,1228萬
10402(實價),透天厝,嘉義市嘉義市保仁三街1~30號,0.2,4房/3廳/4衛,1 /共3層,58.62,33.09,--,13.1萬,768萬
10402(實價),透天厝,嘉義市嘉義市保仁三街1~30號,0.2,4房/3廳/4衛,1 /共3層,54.32,30.98,--,14.2萬,770萬
10402(實價),透天厝,嘉義市嘉義市保仁三街1~30號,0.2,4房/3廳/4衛,1 /共3層,52.3,31.58,--,14.5萬,760萬
10402(實價),透天厝,嘉義市嘉義市保愛二街61~90號,0.2,4房/3廳/5衛,1 /共4層,111.27,52.33,--,14.7萬,1638萬
10402(實價),套房,嘉義市嘉義市東洋新?271~300號,29.3,1房/1廳/1衛,2 /共5層,13.02,3.37,--,10.4萬,135萬
10402(實價),住宅大樓,嘉義市嘉義市彌陀路151~180號,18.9,3房/1廳/1衛,14 /共20層,38.31,3.12,--,7.7萬,295萬
10402(實價),店面(店鋪),嘉義市嘉義市友愛路481~510號,9.3,3房/2廳/3衛,1 /共4層,55.88,25.11,--,18.8萬,1050萬
10402(實價),純土地,埤子頭段151~180地號,--,0房/0廳/0衛,0 /共0層,--,3.63,--,8.4萬,30萬
10402(實價),透天厝,嘉義市嘉義市北榮街151~180號,56.7,2房/2廳/1衛,1 /共2層,19.27,13.01,--,26.5萬,510萬
10402(實價),套房,嘉義市嘉義市中正路391~420號,18.9,1房/0廳/1衛,11 /共11層,9.83,0.41,--,8.1萬,80萬
10402(實價),透天厝,嘉義市嘉義市軍輝路162巷31~60號,38.4,4房/2廳/2衛,1 /共2層,25.68,22.39,--,17.7萬,455萬
10402(實價),純土地,埤子頭段391~420地號,--,0房/0廳/0衛,0 /共0層,--,10.89,--,6.2萬,68萬
10402(實價),純土地,竹圍子段211~240地號,--,0房/0廳/0衛,0 /共0層,--,23.29,--,3.2萬,75萬
10402(實價),華廈,嘉義市嘉義市後驛街1~30號,22.1,3房/2廳/2衛,1 /共6層,39.39,8,--,9.4萬,370萬
10402(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,18.9,3房/2廳/2衛,11 /共20層,39.96,2.96,--,11.3萬,450萬
10402(實價),公寓,嘉義市嘉義市興溪街153巷30弄31~60號,32.3,2房/2廳/1衛,4 /共5層,16.2,5.03,--,3.5萬,56萬
10402(實價),套房,嘉義市嘉義市蘭州一街151~180號,21.5,1房/1廳/1衛,7 /共7層,13.09,2.11,--,6.9萬,90萬
10402(實價),透天厝,嘉義市嘉義市文心街91~120號,1.1,4房/2廳/5衛,1 /共4層,87.21,40.62,--,15.9萬,1390萬
10402(實價),透天厝,嘉義市嘉義市後驛街91~120號,1.3,4房/1廳/4衛,1 /共4層,84.71,37.81,--,18.9萬,1600萬
10402(實價),套房,嘉義市嘉義市大雅路二段433巷28弄31~60號,20.1,1房/1廳/1衛,7 /共12層,11.15,1.11,--,7.4萬,83萬
10402(實價),純土地,竹圍子段151~180地號,--,0房/0廳/0衛,0 /共0層,--,59.29,--,34.6萬,2050萬
10402(實價),住宅大樓,嘉義市嘉義市南京路15巷1~30號,20.4,3房/2廳/2衛,7 /共12層,30.14,4.46,--,7.6萬,230萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,10.3,3房/2廳/2衛,10 /共14層,56.58,8.95,--,9.6萬,545萬
10402(實價),透天厝,嘉義市嘉義市德明路30巷31~60號,45.6,3房/2廳/1衛,1 /共2層,22.39,22.39,--,13.4萬,300萬
10402(實價),套房,嘉義市嘉義市溫州二街91~120號,23.3,1房/1廳/1衛,5 /共6層,10,1.92,--,5.6萬,56萬
10402(實價),套房,嘉義市嘉義市林森西路1~30號,31.1,1房/1廳/1衛,11 /共12層,12.3,2.01,--,14.2萬,175萬
10402(實價),華廈,嘉義市嘉義市永春三街1~30號,22.5,3房/2廳/2衛,8 /共10層,42.3,6.22,--,9.5萬,400萬
10402(實價),華廈,嘉義市嘉義市新民路707巷1~30號,17.8,1房/1廳/1衛,5 /共7層,22.73,4.39,--,10.1萬,230萬
10402(實價),透天厝,嘉義市嘉義市國聖一街1~30號,0.2,5房/3廳/5衛,1 /共4層,114.14,49.91,--,15.6萬,1780萬
10402(實價),透天厝,嘉義市嘉義市日新街181~210號,3.4,4房/2廳/3衛,1 /共4層,100.55,43.86,--,24.7萬,2480萬
10402(實價),透天厝,嘉義市嘉義市保義路121~150號,33.2,0房/0廳/3衛,1 /共3層,32.04,17.75,--,11.2萬,360萬
10402(實價),透天厝,嘉義市嘉義市重慶二街91~120號,19.3,6房/2廳/3衛,1 /共3層,46.41,206,--,17.2萬,800萬
10402(實價),透天厝,嘉義市嘉義市東義路109巷1~30號,0.3,3房/3廳/4衛,1 /共3層,63.13,32.37,--,15.2萬,960萬
10402(實價),透天厝,嘉義市嘉義市東義路109巷1~30號,0.5,4房/3廳/5衛,1 /共3層,64.41,47.08,--,18.4萬,1187萬
10402(實價),公寓,嘉義市嘉義市北港路31~60號,22.6,2房/1廳/1衛,5 /共5層,20.3,5.91,--,5.4萬,110萬
10402(實價),華廈,嘉義市嘉義市西榮街151~180號,21.8,2房/2廳/2衛,1 /共6層,41.1,7.4,--,12.4萬,510萬
10402(實價),透天厝,嘉義市嘉義市彌陀路345巷1~30號,43.3,1房/1廳/1衛,1 /共2層,20.24,16.64,--,6.8萬,138萬
10402(實價),套房,嘉義市嘉義市興雅路91~120號,21.5,1房/1廳/1衛,9 /共9層,16.06,1.65,--,8.7萬,140萬
10402(實價),純土地,埤子頭段361~390地號,--,0房/0廳/0衛,0 /共0層,--,6.94,--,8.8萬,61萬
10402(實價),透天厝,嘉義市嘉義市松江三街63巷1~30號,37.9,4房/2廳/2衛,1 /共2層,23.79,20.87,--,17.7萬,420萬
10402(實價),透天厝,嘉義市嘉義市義教街613巷11弄1~30號,27.2,5房/1廳/2衛,1 /共2層,45.8,30.86,--,8.7萬,400萬
10402(實價),華廈,嘉義市嘉義市南興路241~270號,33.9,3房/2廳/2衛,4 /共6層,31.78,8.5,--,6.4萬,203萬
10402(實價),公寓,嘉義市嘉義市南京路126巷31~60號,29.4,3房/1廳/1衛,5 /共5層,24.9,6.03,--,4.8萬,120萬
10402(實價),透天厝,嘉義市嘉義市興南里9鄰吳鳳南路25巷1~30號,46.3,3房/2廳/2衛,1 /共2層,25.56,20.27,--,13.7萬,350萬
10402(實價),透天厝,嘉義市嘉義市大聖路181~210號,0.8,4房/2廳/3衛,1 /共4層,61.56,41.95,--,14.9萬,916萬
10402(實價),純土地,湖子內段湖內小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,128.56,--,3萬,384萬
10402(實價),透天厝,嘉義市嘉義市彌陀路345巷1~30號,43.3,1房/1廳/1衛,1 /共2層,19.55,17.24,--,6.1萬,120萬
10402(實價),透天厝,嘉義市嘉義市蘭井街391~420號,50.8,1房/1廳/1衛,1 /共1層,5.16,5.75,--,67.9萬,350萬
10402(實價),店面(店鋪),嘉義市嘉義市友忠路991~1020號,17,2房/1廳/1衛,1 /共12層,50.68,7.27,--,11萬,560萬
10402(實價),透天厝,嘉義市嘉義市仁愛路261巷31~60號,52.1,2房/1廳/1衛,1 /共1層,14.45,25.41,--,18.7萬,270萬
10402(實價),透天厝,嘉義市嘉義市友孝路61~90號,25.5,3房/1廳/3衛,1 /共3層,47.01,26.02,--,17萬,800萬
10402(實價),華廈,嘉義市嘉義市民國路151~180號,35.8,3房/2廳/2衛,7 /共7層,41.76,9.89,--,7.1萬,295萬
10402(實價),透天厝,嘉義市嘉義市自強街211~240號,19.2,5房/3廳/5衛,1 /共5層,65.29,23.52,--,6.9萬,450萬
10402(實價),透天厝,嘉義市嘉義市國聖一街1~30號,0.2,5房/3廳/6衛,1 /共4層,117.42,49.91,--,16.6萬,1950萬
10402(實價),華廈,嘉義市嘉義市新建街31~60號,20.8,2房/1廳/1衛,2 /共7層,13.23,2.42,--,6.4萬,85萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市新生路301~330號,19,3房/1廳/2衛,10 /共13層,32.02,4.3,--,10.6萬,338萬
10402(實價),純土地,西門段六小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,26.92,--,33.3萬,897萬
10402(實價),純土地,西門段六小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,5.45,--,64.3萬,350萬
10402(實價),住宅大樓,嘉義市嘉義市友愛路481~510號,15.3,3房/1廳/2衛,3 /共12層,32.84,3.75,--,8.2萬,270萬
10402(實價),套房,嘉義市嘉義市仁愛路1~30號,23.5,1房/1廳/1衛,6 /共7層,13.99,2.59,--,9.3萬,130萬
10402(實價),華廈,嘉義市嘉義市彌陀路238巷59弄1~30號,25,3房/2廳/2衛,4 /共7層,34.43,7.24,--,8.1萬,280萬
10402(實價),純土地,西門段二小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,202.98,--,18.5萬,3755萬
10402(實價),華廈,嘉義市嘉義市竹子腳1~30號,22.5,3房/2廳/2衛,3 /共10層,44.57,7.7,--,5.1萬,226萬
10402(實價),住宅大樓,嘉義市嘉義市圓福街118巷2弄121~150號,21.8,2房/2廳/1衛,6 /共15層,38.29,6.4,--,7.1萬,270萬
10402(實價),透天厝,嘉義市嘉義市貴州街121~150號,29.9,4房/2廳/3衛,1 /共2層,40.32,28.44,--,18.5萬,745萬
10402(實價),純土地,榮段三小段61~90地號,--,0房/0廳/0衛,0 /共0層,--,30.36,--,6.8萬,206萬
10402(實價),透天厝,嘉義市嘉義市保義路108巷31~60號,38.8,4房/2廳/2衛,1 /共2層,28.54,25.41,--,11.6萬,332萬
10402(實價),公寓(含車位),嘉義市嘉義市林森東路451~480號,25.5,3房/1廳/2衛,1 /共5層,57.46,23.99,--,4.4萬,250萬
10402(實價),華廈,嘉義市嘉義市林森東路211巷1~30號,25.1,3房/1廳/2衛,5 /共7層,54.25,8.82,--,8.3萬,450萬
10402(實價),住宅大樓,嘉義市嘉義市小雅路181~210號,21.7,3房/2廳/1衛,12 /共16層,33.7,4.03,--,8.5萬,285萬
10402(實價),華廈,嘉義市嘉義市友愛路1~30號,21.7,2房/1廳/1衛,5 /共7層,27.16,4.59,--,10萬,272萬
10402(實價),華廈,嘉義市嘉義市南興路241~270號,33.9,3房/2廳/1衛,3 /共6層,31.34,8.76,--,5.7萬,180萬
10402(實價),純土地,堀川段1~30地號,--,0房/0廳/0衛,0 /共0層,--,17.24,--,32.5萬,560萬
10402(實價),透天厝,嘉義市嘉義市友忠路827巷45弄31~60號,16.2,3房/2廳/2衛,1 /共3層,20.17,14.52,--,5.4萬,108萬
10402(實價),純土地,盧厝段421~450地號,--,0房/0廳/0衛,0 /共0層,--,8.83,--,21.5萬,190萬
10402(實價),透天厝,嘉義市嘉義市重慶二街235巷1~30號,38.3,0房/0廳/0衛,1 /共1層,14.43,27.83,--,8.3萬,120萬
10402(實價),透天厝,嘉義市嘉義市廣州街18巷1~30號,25.3,10房/2廳/5衛,1 /共2層,54.65,39.33,--,13.4萬,735萬
10402(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,18.9,2房/2廳/2衛,16 /共20層,28.54,2.14,--,7.7萬,220萬
10402(實價),住宅大樓,嘉義市嘉義市八德路301~330號,20.3,3房/2廳/1衛,12 /共16層,39.84,4.23,--,8.7萬,346萬
10402(實價),透天厝,嘉義市嘉義市光彩街541~570號,0.7,10房/2廳/12衛,1 /共5層,103.53,27.77,--,27.8萬,2880萬
10402(實價),透天厝,嘉義市嘉義市自強街134巷31~60號,36.8,4房/2廳/2衛,1 /共2層,26.23,19.66,--,11.4萬,300萬
10402(實價),純土地,下路頭段481~510地號,--,0房/0廳/0衛,0 /共0層,--,16.34,--,4.3萬,70萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市蘭井街331~360號,19.3,3房/2廳/2衛,4 /共16層,48.05,5.87,--,7.3萬,350萬
10402(實價),純土地,湖子內段湖內小段151~180地號,--,0房/0廳/0衛,0 /共0層,--,461.62,--,3.5萬,1615萬
10402(實價),住宅大樓,嘉義市嘉義市興達路481~510號,20.3,3房/2廳/2衛,11 /共16層,33.31,3.33,--,7.4萬,246萬
10402(實價),華廈,嘉義市嘉義市延平街271~300號,36.9,2房/2廳/1衛,6 /共7層,22.28,4.08,--,9.9萬,220萬
10402(實價),華廈,嘉義市嘉義市林森東路211~240號,25.1,3房/2廳/2衛,5 /共7層,46.22,10.03,--,5.8萬,268萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市志昇街91~120號,10.3,3房/2廳/2衛,12 /共14層,56.84,8.79,--,5.3萬,300萬
10402(實價),華廈,嘉義市嘉義市民生南路510巷1~30號,23.8,2房/1廳/1衛,7 /共9層,21.78,4.43,--,8.3萬,180萬
10402(實價),純土地,車店段車店小段901~930地號,--,0房/0廳/0衛,0 /共0層,--,63.53,--,15.5萬,984萬
10402(實價),透天厝,嘉義市嘉義市民生南路850巷1弄31~60號,0.3,4房/3廳/5衛,1 /共3層,77.45,44.17,--,14.2萬,1100萬
10402(實價),透天厝,嘉義市嘉義市光彩街571~600號,0.7,10房/2廳/12衛,1 /共5層,106.76,29.58,--,27.2萬,2900萬
10402(實價),透天厝,嘉義市嘉義市忠孝北街33巷8弄1~30號,2.3,5房/1廳/4衛,1 /共3層,52.7,28.74,--,1萬,55萬
10402(實價),華廈,嘉義市嘉義市文雅街116巷31~60號,18.7,3房/2廳/2衛,6 /共9層,39.55,6.41,--,9.6萬,380萬
10402(實價),純土地,車店段車店小段1051~1080地號,--,0房/0廳/0衛,0 /共0層,--,35.09,--,19.7萬,689萬
10402(實價),華廈,嘉義市嘉義市中興路271巷1弄1~30號,21.6,3房/2廳/2衛,1 /共7層,40.33,7.23,--,10.9萬,440萬
10402(實價),住宅大樓(含車位),嘉義市嘉義市世賢路一段631~660號,20.6,3房/2廳/2衛,9 /共12層,40.27,3.89,--,7.9萬,320萬
10402(實價),純土地,中山段三小段1~30地號,--,0房/0廳/0衛,0 /共0層,--,48.1,--,55.9萬,2688萬
10402(實價),住宅大樓,嘉義市嘉義市新民路391~420號,20.6,2房/2廳/1衛,6 /共12層,28.97,4.11,--,8.4萬,242萬
10402(實價),公寓,嘉義市嘉義市盧厝里東洋新?481~510號,31.6,3房/1廳/2衛,4 /共5層,34.17,11.46,--,6.7萬,228萬
10402(實價),透天厝,嘉義市嘉義市林森東路163巷91~120號,40.3,2房/2廳/2衛,1 /共2層,31.66,29.95,--,15.3萬,485萬
10402(實價),透天厝,嘉義市嘉義市五福街82巷1~30號,28.8,3房/2廳/2衛,1 /共2層,30.68,30.25,--,18.9萬,580萬
10402(實價),純土地,湖子內段湖內小段31~60地號,--,0房/0廳/0衛,0 /共0層,--,326.1,--,2.8萬,913萬
10402(實價),住宅大樓,嘉義市嘉義市彌陀路121~150號,18.9,2房/1廳/2衛,18 /共20層,29.01,2.3,--,6.7萬,193萬
10402(實價),純土地,興村段361~390地號,--,0房/0廳/0衛,0 /共0層,--,805.75,--,0.6萬,483萬
10402(實價),透天厝(含車位),嘉義市嘉義市大雅路一段368巷56弄1~30號,0.5,4房/2廳/3衛,1 /共3層,47.36,25.26,3.78,17.9萬,850萬
10402(實價),純土地,埤子頭段331~360地號,--,0房/0廳/0衛,0 /共0層,--,14.87,--,6.1萬,90萬
10402(實價),華廈,嘉義市嘉義市松江三街91~120號,20.9,3房/2廳/2衛,6 /共9層,22.85,2.71,--,8.1萬,185萬
10402(實價),純土地,下埤段1441~1470地號,--,0房/0廳/0衛,0 /共0層,--,726.2,--,2萬,1452萬
10402(實價),套房,嘉義市嘉義市友愛路481~510號,15.3,1房/1廳/1衛,9 /共12層,20.99,2.5,--,7.5萬,158萬
10402(實價),透天厝,嘉義市嘉義市湖邊里6鄰國華新村31~60號,44.4,3房/2廳/2衛,1 /共2層,21.42,30.25,--,17.3萬,370萬
10402(實價),華廈,嘉義市嘉義市東洋新?301~330號,29.3,3房/2廳/2衛,1 /共5層,42.54,9.76,--,9.9萬,420萬
10402(實價),透天厝,嘉義市嘉義市彌陀路238巷1~30號,38,3房/2廳/2衛,1 /共2層,34.96,26.62,--,20.9萬,730萬
